probe set	gene
41832_s_at	 Cluster Incl AI535828:jun1.P1.H10 Homo sapiens cDNA, 3 end /clone_end=3'' /gb=AI535828 /gi=4449963 /ug=Hs.6396 /len=454'' 
41833_at	jumping translocation breakpoint
41834_g_at	jumping translocation breakpoint
41835_at	nucleolar protein 4
41836_at	protein with polyglutamine repeat; calcium (ca2+) homeostasis endoplasmic reticulum protein
41837_at	 Cluster Incl AA149431:zl26a08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-503030 /clone_end=3'' /gb=AA149431 /gi=1719947 /ug=Hs.6434 /len=578'' 
41838_at	 Cluster Incl X99270:H.sapiens Xq28, 2000bp sequence contg. ORF /cds=(544,1431) /gb=X99270 /gi=1707566 /ug=Hs.6487 /len=1954 
41839_at	growth arrest-specific 1
41840_r_at	 Cluster Incl H08175:yl87f07.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-45059 /clone_end=3'' /gb=H08175 /gi=872997 /ug=Hs.6524 /len=437'' 
41841_at	Cluster Incl AF052138:Homo sapiens clone 23718 mRNA sequence /cds=UNKNOWN /gb=AF052138 /gi=3360447 /ug=Hs.6580 /len=1204
41842_at	 Cluster Incl AI701156:we10f09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2340713 /clone_end=3'' /gb=AI701156 /gi=4989056 /ug=Hs.6580 /len=540'' 
41843_r_at	Cluster Incl W28275:44g12 Homo sapiens cDNA /gb=W28275 /gi=1308241 /ug=Hs.66309 /len=825
41844_at	 Cluster Incl AA884494:al55h04.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1461271 /clone_end=3'' /gb=AA884494 /gi=2994024 /ug=Hs.66309 /len=571'' 
41845_at	Cluster Incl W29036:55d12 Homo sapiens cDNA /gb=W29036 /gi=1308993 /ug=Hs.66418 /len=756
41846_at	Cluster Incl W27605:35b10 Homo sapiens cDNA /gb=W27605 /gi=1307553 /ug=Hs.66418 /len=674
41847_at	 Cluster Incl AA214546:zr92c03.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-683140 /clone_end=3'' /gb=AA214546 /gi=1813171 /ug=Hs.66576 /len=516'' 
41848_f_at	suppression of tumorigenicity 16 (melanoma differentiation)
41849_r_at	suppression of tumorigenicity 16 (melanoma differentiation)
41850_s_at	hepatitis delta antigen-interacting protein A
41851_at	 Cluster Incl AI824126:wj46e05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2405888 /clone_end=3'' /gb=AI824126 /gi=5444797 /ug=Hs.66713 /len=809'' 
32502_at	 Cluster Incl AL041124:DKFZp434D0316_s1 Homo sapiens cDNA, 3 end /clone=DKFZp434D0316 /clone_end=3'' /gb=AL041124 /gi=5410060 /ug=Hs.6748 /len=719'' 
32503_at	 Cluster Incl AB007957:Homo sapiens mRNA, chromosome 1 specific transcript KIAA0488 /cds=UNKNOWN /gb=AB007957 /gi=3413931 /ug=Hs.67619 /len=6388 
32504_at	 Cluster Incl AW024812:wu69c05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-990939 /clone_end=3'' /gb=AW024812 /gi=5878342 /ug=Hs.67619 /len=533'' 
32505_at	Cluster Incl W28652:50f5 Homo sapiens cDNA /gb=W28652 /gi=1308663 /ug=Hs.6789 /len=691
32506_at	KIAA1108 protein
32507_at	 Cluster Incl AW043925:wy82b07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2555029 /clone_end=3'' /gb=AW043925 /gi=5904454 /ug=Hs.69472 /len=806'' 
32508_at	 Cluster Incl AL096857:Novel human mRNA from chromosome 1, which has similarities to BAT2 genes /cds=(57,8162) /gb=AL096857 /gi=5541862 /ug=Hs.69559 /len=10174 
32509_at	 Cluster Incl AI307607:tb15h10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2054467 /clone_end=3'' /gb=AI307607 /gi=4002332 /ug=Hs.69559 /len=344'' 
32510_at	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
32511_at	 Cluster Incl AI498132:tm90a12.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2165374 /clone_end=3'' /gb=AI498132 /gi=4390114 /ug=Hs.7000 /len=507'' 
32512_at	neurofilament 3 (150kD medium)
32513_at	Cluster Incl W27495:31h12 Homo sapiens cDNA /gb=W27495 /gi=1307317 /ug=Hs.71346 /len=787
32514_s_at	cathepsin Z
32515_s_at	 Cluster Incl AI762843:wi04h11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2389317 /clone_end=3'' /gb=AI762843 /gi=5178510 /ug=Hs.71388 /len=721'' 
32516_at	Cluster Incl W28621:49c3 Homo sapiens cDNA /gb=W28621 /gi=1308569 /ug=Hs.7145 /len=812
32517_at	calpain 7
32518_at	zinc finger protein 259
32519_at	 Cluster Incl AI193528:qe70c03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1744324 /clone_end=3'' /gb=AI193528 /gi=3744737 /ug=Hs.72241 /len=964'' 
32520_at	nuclear receptor subfamily 1, group D, member 1
32521_at	secreted frizzled-related protein 1
32522_f_at	clathrin, light polypeptide (Lcb)
32523_at	clathrin, light polypeptide (Lcb)
32524_s_at	Cluster Incl W29012:55a6 Homo sapiens cDNA /gb=W29012 /gi=1308969 /ug=Hs.7404 /len=743
32525_r_at	Cluster Incl W29012:55a6 Homo sapiens cDNA /gb=W29012 /gi=1308969 /ug=Hs.7404 /len=743
32526_at	 Cluster Incl AA149644:zl39d08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-504303 /clone_end=3'' /gb=AA149644 /gi=1720445 /ug=Hs.7404 /len=642'' 
32527_at	 Cluster Incl AI381790:te41h10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2089315 /clone_end=3'' /gb=AI381790 /gi=4194571 /ug=Hs.74120 /len=544'' 
32528_at	ClpP (caseinolytic protease, ATP-dependent, proteolytic subunit, E. coli) homolog
32529_at	transmembrane protein (63kD), endoplasmic reticulum/Golgi intermediate compartment
32530_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
32531_at	gap junction protein, alpha 1, 43kD (connexin 43)
32532_at	tight junction protein 1 (zona occludens 1)
32533_s_at	vesicle-associated membrane protein 5 (myobrevin)
32534_f_at	 Cluster Incl AI814466:wj73e07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2408484 /clone_end=3'' /gb=AI814466 /gi=5425681 /ug=Hs.74669 /len=560'' 
32535_at	fibrillin 1 (Marfan syndrome)
32536_at	emopamil-binding protein (sterol isomerase)
32537_at	very long-chain acyl-CoA synthetase; lipidosin
32538_at	transferrin
32539_at	COP9 homolog
32540_at	 Cluster Incl AI762547:wh92e05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2388224 /clone_end=3'' /gb=AI762547 /gi=5178214 /ug=Hs.75206 /len=655'' 
32541_at	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)
32542_at	four and a half LIM domains 1
32543_at	calreticulin
32544_s_at	Ras suppressor protein 1
32545_r_at	Ras suppressor protein 1
32546_at	fumarate hydratase
32547_at	 Cluster Incl X56253:Human MPR46 gene for 46kd mannose 6-phosphate receptor /cds=(168,1001) /gb=X56253 /gi=34727 /ug=Hs.75709 /len=2455 
32548_at	unactive progesterone receptor, 23 kD
32549_at	pregnancy-associated plasma protein A
32550_r_at	CCAAT/enhancer binding protein (C/EBP), alpha
32551_at	EGF-containing fibulin-like extracellular matrix protein 1
32552_at	retinol-binding protein 4, interstitial
32553_at	Cluster Incl M94046:Human zinc finger protein (MAZ) mRNA /cds=UNKNOWN /gb=M94046 /gi=187393 /ug=Hs.7647 /len=2389
32554_s_at	transducin (beta)-like 1
32555_at	 Cluster Incl AA149637:zl39b08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-504279 /clone_end=3'' /gb=AA149637 /gi=1720438 /ug=Hs.76536 /len=576'' 
32556_at	U2 small nuclear ribonucleoprotein auxiliary factor (65kD)
32557_at	 Cluster Incl AI762438:wg57a07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2369172 /clone_end=3'' /gb=AI762438 /gi=5178105 /ug=Hs.7655 /len=761'' 
32558_at	protein inhibitor of activated STAT3
32559_s_at	U6 snRNA-associated Sm-like protein
32560_s_at	 Cluster Incl W30959:zc65h10.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-327235 /clone_end=5'' /gb=W30959 /gi=1311969 /ug=Hs.76719 /len=643'' 
32561_at	KIAA0146 protein
32562_at	endoglin (Osler-Rendu-Weber syndrome 1)
32563_at	ATPase, Na+/K+ transporting, beta 3 polypeptide
32564_at	 Cluster Incl AA083129:zn31a06.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-549010 /clone_end=3'' /gb=AA083129 /gi=1625248 /ug=Hs.77028 /len=574'' 
32565_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
32566_at	 Cluster Incl AA165701:zo75g08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-592766 /clone_end=3'' /gb=AA165701 /gi=1741752 /ug=Hs.7718 /len=572'' 
32567_at	choline kinase
32568_at	Cluster Incl AL049332:Homo sapiens mRNA; cDNA DKFZp564L176 (from clone DKFZp564L176) /cds=UNKNOWN /gb=AL049332 /gi=4500108 /ug=Hs.77311 /len=3750
32569_at	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit (45kD)
32570_at	hydroxyprostaglandin dehydrogenase 15-(NAD)
32571_at	methionine adenosyltransferase II, alpha
32572_at	ubiquitin specific protease 9, X chromosome (Drosophila fat facets related)
32573_at	hypothetical protein
32574_at	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)
32575_at	nucleosome assembly protein 1-like 4
32576_at	eukaryotic translation initiation factor 3, subunit 5 (epsilon, 47kD)
32577_s_at	GT198, complete ORF
32578_at	 Cluster Incl AW005997:wz91c01.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2566176 /clone_end=3'' /gb=AW005997 /gi=5854775 /ug=Hs.78185 /len=702'' 
32579_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
32580_at	regulator of G-protein signalling 12
32581_at	 Cluster Incl AF070629:Homo sapiens clone 24484 RAB2 mRNA, partial cds /cds=(0,357) /gb=AF070629 /gi=3283896 /ug=Hs.78305 /len=1468 
32582_at	myosin, heavy polypeptide 11, smooth muscle
32583_at	v-jun avian sarcoma virus 17 oncogene homolog
32584_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8
32585_at	erythrocyte membrane protein band 4.1-like 2
32586_at	KIAA0217 protein
32587_at	butyrate response factor 2 (EGF-response factor 2)
32588_s_at	butyrate response factor 2 (EGF-response factor 2)
32589_at	chromatin assembly factor 1, subunit A (p150)
32590_at	nucleolin
32591_at	 Cluster Incl AI494623:qz17b06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2021747 /clone_end=3'' /gb=AI494623 /gi=4395626 /ug=Hs.7911 /len=756'' 
32592_at	KIAA0323 protein
32593_at	KIAA0084 protein
32594_at	chaperonin containing TCP1, subunit 4 (delta)
32595_at	G-rich RNA sequence binding factor 1
32596_at	Cluster Incl W25828:13g2 Homo sapiens cDNA /gb=W25828 /gi=1305951 /ug=Hs.79362 /len=744
32597_at	 Cluster Incl X76061:H.sapiens p130 mRNA for 130K protein /cds=(69,3488) /gb=X76061 /gi=416030 /ug=Hs.79362 /len=4835 
32598_at	nel (chicken)-like 2
32599_at	tuberous sclerosis 1 (hamartin)
32600_at	small inducible cytokine subfamily A (Cys-Cys), member 17
32601_s_at	small inducible cytokine subfamily A (Cys-Cys), member 17
32602_at	RAP1, GTP-GDP dissociation stimulator 1
32603_at	Cluster Incl W27118:20e2 Homo sapiens cDNA /gb=W27118 /gi=1306490 /ug=Hs.79411 /len=770
32604_s_at	KIAA0582 protein
32605_r_at	 Cluster Incl AI768809:wj03d11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2401749 /clone_end=3'' /gb=AI768809 /gi=5235318 /ug=Hs.79507 /len=547'' 
32606_at	 Cluster Incl AA135683:zl10c08.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-501518 /clone_end=5'' /gb=AA135683 /gi=1696694 /ug=Hs.79516 /len=556'' 
32607_at	brain acid-soluble protein 1
32608_at	 Cluster Incl AF000560:Homo sapiens TTF-I interacting peptide 20 mRNA, partial cds /cds=(0,1157) /gb=AF000560 /gi=2145059 /ug=Hs.79531 /len=1806 
32609_at	 Cluster Incl AI885852:wl62d08.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2429487 /clone_end=3'' /gb=AI885852 /gi=5591016 /ug=Hs.795 /len=580'' 
32610_at	LIM domain protein
32611_at	prostatic binding protein
32612_at	gelsolin (amyloidosis, Finnish type)
32613_at	 Cluster Incl AI278113:qm63c03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1893412 /clone_end=3'' /gb=AI278113 /gi=3900381 /ug=Hs.8071 /len=529'' 
32614_at	KIAA0735 gene product; synaptic vesicle protein 2B homolog
32615_at	aspartyl-tRNA synthetase
32616_at	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
32617_at	 Cluster Incl W74442:zd75e09.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-346504 /clone_end=3'' /gb=W74442 /gi=1384777 /ug=Hs.80961 /len=580'' 
32618_at	biliverdin reductase A
32619_at	 Cluster Incl N48204:yv22a08.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-243446 /clone_end=5'' /gb=N48204 /gi=1189370 /ug=Hs.81073 /len=574'' 
32620_at	fetuin B
33101_g_at	fetuin B
33102_at	adducin 3 (gamma)
33103_s_at	adducin 3 (gamma)
33104_at	Cluster Incl W27614:35c12 Homo sapiens cDNA /gb=W27614 /gi=1307562 /ug=Hs.8124 /len=705
33105_at	Cluster Incl W28790:54g3 Homo sapiens cDNA /gb=W28790 /gi=1308945 /ug=Hs.8124 /len=876
33106_at	nuclear receptor subfamily 1, group H, member 3
33107_at	Mulibrey nanism
33108_i_at	 Cluster Incl L07335:Homo sapiens (clone 6AR33) HMG box mRNA, 3 end cds /cds=(0,983) /gb=L07335 /gi=184239 /ug=Hs.816 /len=1098'' 
33109_f_at	 Cluster Incl L07335:Homo sapiens (clone 6AR33) HMG box mRNA, 3 end cds /cds=(0,983) /gb=L07335 /gi=184239 /ug=Hs.816 /len=1098'' 
33110_at	 Cluster Incl AI356682:qy22a10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2012730 /clone_end=3'' /gb=AI356682 /gi=4108303 /ug=Hs.816 /len=965'' 
33111_at	 Cluster Incl AI333845:qp99a05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1931120 /clone_end=3'' /gb=AI333845 /gi=4070404 /ug=Hs.81743 /len=486'' 
33112_at	natural killer cell receptor, immunoglobulin superfamily member
33113_at	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
33114_f_at	Cluster Incl W26709:13e11 Homo sapiens cDNA /gb=W26709 /gi=1305928 /ug=Hs.82071 /len=760
33115_at	homeo box C6
33116_f_at	 Cluster Incl AA977163:oq25a04.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1587342 /clone_end=3'' /gb=AA977163 /gi=3154609 /ug=Hs.82148 /len=524'' 
33117_r_at	 Cluster Incl AA977163:oq25a04.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1587342 /clone_end=3'' /gb=AA977163 /gi=3154609 /ug=Hs.82148 /len=524'' 
33118_at	putative tumor suppressor
33119_at	Cluster Incl W27591:34h11 Homo sapiens cDNA /gb=W27591 /gi=1307539 /ug=Hs.82273 /len=689
33120_at	regulator of G-protein signalling 10
33121_g_at	regulator of G-protein signalling 10
33122_at	 Cluster Incl N95393:zb68c09.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-308752 /clone_end=3'' /gb=N95393 /gi=1267665 /ug=Hs.82280 /len=613'' 
33123_at	HRIHFB2206 protein
33124_at	vaccinia related kinase 2
33125_at	 Cluster Incl AL043470:DKFZp434A0327_s1 Homo sapiens cDNA, 3 end /clone=DKFZp434A0327 /clone_end=3'' /gb=AL043470 /gi=5422857 /ug=Hs.82771 /len=645'' 
33126_at	Cluster Incl L13435:Human chromosome 3p21.1 gene sequence /cds=UNKNOWN /gb=L13435 /gi=291845 /ug=Hs.82837 /len=1056
33127_at	lysyl oxidase-like 2
33128_s_at	 Cluster Incl W68521:zd36f07.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-342757 /clone_end=5'' /gb=W68521 /gi=1377410 /ug=Hs.83393 /len=579'' 
33129_at	 Cluster Incl N80906:zb07c05.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-301352 /clone_end=3'' /gb=N80906 /gi=1243607 /ug=Hs.83393 /len=564'' 
33130_at	 Cluster Incl AW001001:wr91d06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2495051 /clone_end=3'' /gb=AW001001 /gi=5847917 /ug=Hs.83465 /len=621'' 
33131_at	SRY (sex determining region Y)-box 4
33132_at	cleavage and polyadenylation specific factor 1, 160kD subunit
33133_at	flightless I (Drosophila) homolog
33134_at	adenylate cyclase 3
33135_at	solute carrier family 19 (folate transporter), member 1
33136_at	 Cluster Incl AL031714:Human DNA sequence from clone 356B7 on chromosome 16. Contains the UBE21 gene for ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9), and an RPS20 (40S Ribosomal protein S20) pseudogene. Contains ESTs, STSs. GSSs and a putat 
33137_at	latent transforming growth factor beta binding protein 4
33138_at	 Cluster Incl AI762070:wi53c03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2393956 /clone_end=3'' /gb=AI762070 /gi=5177737 /ug=Hs.85195 /len=706'' 
33139_s_at	myeloid leukemia factor 1
33140_at	i-beta-1,3-N-acetylglucosaminyltransferase
33141_at	hydroxysteroid (17-beta) dehydrogenase 1
33142_at	G protein-coupled receptor 39
33143_s_at	solute carrier family 16 (monocarboxylic acid transporters), member 3
33144_at	 Cluster Incl AA129777:zl16h12.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-502151 /clone_end=3'' /gb=AA129777 /gi=1690188 /ug=Hs.85838 /len=580'' 
33145_at	Fanconi anemia, complementation group A
33146_at	myeloid cell leukemia sequence 1 (BCL2-related)
33147_at	Cluster Incl U00951:Human clone A9A2BR11 (CAC)n/(GTG)n repeat-containing mRNA /cds=UNKNOWN /gb=U00951 /gi=405053 /ug=Hs.87150 /len=1746
33148_at	 Cluster Incl AI459274:tk11f11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2150733 /clone_end=3'' /gb=AI459274 /gi=4311853 /ug=Hs.87150 /len=687'' 
33149_at	ATP/GTP-binding protein
33150_at	 Cluster Incl AI126004:qc50e12.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1713070 /clone_end=3'' /gb=AI126004 /gi=3594518 /ug=Hs.87627 /len=611'' 
33151_s_at	Cluster Incl W25932:15b1 Homo sapiens cDNA /gb=W25932 /gi=1306055 /ug=Hs.87627 /len=721
33152_at	ADP-ribosylation factor 6
33153_at	 Cluster Incl AI436362:ti01a09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2129176 /clone_end=3'' /gb=AI436362 /gi=4309660 /ug=Hs.89499 /len=654'' 
33154_at	proteasome (prosome, macropain) subunit, beta type, 4
33155_at	iduronidase, alpha-L-
33156_at	 Cluster Incl AI688194:wc87a07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2325588 /clone_end=3'' /gb=AI688194 /gi=4899488 /ug=Hs.89560 /len=494'' 
33157_at	insulinoma-associated 1
33158_at	Kallmann syndrome 1 sequence
33159_at	neural retina leucine zipper
33160_at	Cluster Incl W26729:12a7 Homo sapiens cDNA /gb=W26729 /gi=1305813 /ug=Hs.89606 /len=793
33161_at	 Cluster Incl AI018098:ov65b11.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1642173 /clone_end=3'' /gb=AI018098 /gi=3232434 /ug=Hs.8961 /len=499'' 
33162_at	insulin receptor
33163_r_at	glutamate-cysteine ligase, modifier subunit
33164_at	testis-specific kinase 2
33165_at	 Cluster Incl AL041879:DKFZp434H0419_r1 Homo sapiens cDNA, 5 end /clone=DKFZp434H0419 /clone_end=5'' /gb=AL041879 /gi=5421225 /ug=Hs.8980 /len=671'' 
33166_at	 Cluster Incl AI439047:tc89h08.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2073375 /clone_end=3'' /gb=AI439047 /gi=4301586 /ug=Hs.89862 /len=609'' 
33167_r_at	adenylosuccinate synthase
33168_at	 Cluster Incl H24861:yl42e11.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-160940 /clone_end=5'' /gb=H24861 /gi=893760 /ug=Hs.90145 /len=517'' 
33169_at	neogenin (chicken) homolog 1
33170_at	KIAA0962 protein
33171_s_at	Cluster Incl W27649:36e11 Homo sapiens cDNA /gb=W27649 /gi=1307651 /ug=Hs.90789 /len=674
33172_at	 Cluster Incl T75292:yc89b05.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-23231 /clone_end=5'' /gb=T75292 /gi=692054 /ug=Hs.90789 /len=546'' 
33173_g_at	 Cluster Incl T75292:yc89b05.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-23231 /clone_end=5'' /gb=T75292 /gi=692054 /ug=Hs.90789 /len=546'' 
33174_s_at	Cluster Incl W28091:41h4 Homo sapiens cDNA /gb=W28091 /gi=1308039 /ug=Hs.90804 /len=774
33175_at	 Cluster Incl AA156237:zl50c09.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-505360 /clone_end=3'' /gb=AA156237 /gi=1727855 /ug=Hs.90804 /len=644'' 
33176_at	nuclear factor I/C (CCAAT-binding transcription factor)
33177_at	 Cluster Incl AA772106:ai40b04.s1 Homo sapiens cDNA, 3 end /clone=1359439 /clone_end=3'' /gb=AA772106 /gi=2823889 /ug=Hs.91103 /len=916'' 
33178_at	jagged 1 (Alagille syndrome)
33179_at	 Cluster Incl AI625801:ty67b08.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2284119 /clone_end=3'' /gb=AI625801 /gi=4650720 /ug=Hs.91585 /len=736'' 
33180_at	protein phosphatase 1, regulatory (inhibitor) subunit 2
33181_at	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform
33182_at	 Cluster Incl AI018523:ou47d07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1630957 /clone_end=3'' /gb=AI018523 /gi=3233042 /ug=Hs.92030 /len=533'' 
33183_at	galactokinase 1
33184_at	Cluster Incl W27674:36b2 Homo sapiens cDNA /gb=W27674 /gi=1307622 /ug=Hs.92858 /len=754
33185_at	KIAA0761 protein
33186_i_at	 Cluster Incl AL046961:DKFZp586J0417_r1 Homo sapiens cDNA, 5 end /clone=DKFZp586J0417 /clone_end=5'' /gb=AL046961 /gi=5435017 /ug=Hs.93125 /len=704'' 
33187_r_at	 Cluster Incl AL046961:DKFZp586J0417_r1 Homo sapiens cDNA, 5 end /clone=DKFZp586J0417 /clone_end=5'' /gb=AL046961 /gi=5435017 /ug=Hs.93125 /len=704'' 
33188_at	peptidylprolyl isomerase (cyclophilin)-like 2
33189_at	Cluster Incl AL049428:Homo sapiens mRNA; cDNA DKFZp586E171 (from clone DKFZp586E171) /cds=UNKNOWN /gb=AL049428 /gi=4500208 /ug=Hs.93581 /len=3222
33190_g_at	Cluster Incl AL049428:Homo sapiens mRNA; cDNA DKFZp586E171 (from clone DKFZp586E171) /cds=UNKNOWN /gb=AL049428 /gi=4500208 /ug=Hs.93581 /len=3222
33191_at	 Cluster Incl AW051579:wy87g03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2555572 /clone_end=3'' /gb=AW051579 /gi=5914029 /ug=Hs.93581 /len=582'' 
33192_g_at	 Cluster Incl AW051579:wy87g03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2555572 /clone_end=3'' /gb=AW051579 /gi=5914029 /ug=Hs.93581 /len=582'' 
33193_at	 Cluster Incl AW052084:wy86f07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2555461 /clone_end=3'' /gb=AW052084 /gi=5914443 /ug=Hs.9398 /len=586'' 
33194_at	 Cluster Incl AI338355:qq96h07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1939261 /clone_end=3'' /gb=AI338355 /gi=4075282 /ug=Hs.94211 /len=680'' 
33195_at	dihydroorotate dehydrogenase
33196_at	nuclear factor related to kappa B binding protein
33197_at	myosin VIIA (Usher syndrome 1B (autosomal recessive, severe))
33198_at	 Cluster Incl AA206524:zq58b03.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-645773 /clone_end=5'' /gb=AA206524 /gi=1801905 /ug=Hs.9552 /len=848'' 
33199_at	 Cluster Incl AI017981:ou36a05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1628336 /clone_end=3'' /gb=AI017981 /gi=3232317 /ug=Hs.95617 /len=466'' 
33200_at	lethal giant larvae (Drosophila) homolog 1
33201_at	 Cluster Incl AW007029:ws49c09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2500528 /clone_end=3'' /gb=AW007029 /gi=5855807 /ug=Hs.95659 /len=771'' 
33202_f_at	Friedreich ataxia
33203_s_at	forkhead box D1
33204_at	 Cluster Incl AI080288:oz51f04.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1678879 /clone_end=3'' /gb=AI080288 /gi=3416539 /ug=Hs.96028 /len=582'' 
33205_at	suppressor of Ty (S.cerevisiae) 3 homolog
33206_at	 Cluster Incl C18655:C18655 Homo sapiens cDNA, 5 end /clone=GEN-565G08 /clone_end=5'' /gb=C18655 /gi=1580257 /ug=Hs.96757 /len=448'' 
33207_at	 Cluster Incl AI095508:qb29a06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1697650 /clone_end=3'' /gb=AI095508 /gi=3434484 /ug=Hs.9683 /len=505'' 
33208_at	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor
33209_at	YY1 transcription factor
33210_at	 Cluster Incl AA709159:zf98h06.s1 Homo sapiens cDNA, 3 end /clone=385019 /clone_end=3'' /gb=AA709159 /gi=2719077 /ug=Hs.97496 /len=890'' 
33211_at	 Cluster Incl AW051889:wz04f05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2557089 /clone_end=3'' /gb=AW051889 /gi=5914248 /ug=Hs.98614 /len=603'' 
33212_at	ribosome binding protein 1 (dog 180kD homolog)
33213_g_at	ribosome binding protein 1 (dog 180kD homolog)
33214_at	mitochondrial ribosomal protein S12
33215_g_at	mitochondrial ribosomal protein S12
33216_at	 Cluster Incl AI972058:wv31h06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-991086 /clone_end=3'' /gb=AI972058 /gi=5768884 /ug=Hs.9964 /len=497'' 
